  field   metric                    g_cad                    r_cad          RA      Dec     Ebv          l          b        phi      theta   Entry
    471      1.0         2.95443289999821         2.95443289999821   171.72467     4.55    0.04   258.7826    59.9217   170.6066     0.9002     470
    472      1.0       2.9828472000008333       2.9828472000008333   178.56644     4.55    0.02   270.8574    63.6895   176.8733     3.6042     471
    473      1.0       2.9960821499989834       2.9960821499989834   185.30822     4.71    0.02   285.5153    66.3652   182.9956     6.4313     472
    474      1.0        2.960127250000369        2.960127250000369      192.25     4.55    0.04      303.0      67.15   189.4704      9.028     473
    475      1.0       2.9772222500032512       2.9772222500032512   199.09178     4.55    0.03   320.1401    66.2373   195.8578     11.682     474
    476      1.0        2.947256949999428        2.947256949999428   205.93356     4.55    0.02   335.1426    63.6895   202.3412    14.2524     475
    477      1.0         2.93943290000243         2.93943290000243   212.77533     4.55    0.03   347.2174    59.9217   208.9456    16.7047     476
    478      1.0        2.935555549996934        2.935555549996934   219.61711     4.55    0.03   356.6704    55.3331   215.6925    19.0036     477
    479      1.0        2.938686350000353        2.938686350000353   226.45889     4.55    0.04     4.1334    50.2114    222.598    21.1134     478
    480     0.25      0.04158570000436157      0.04158570000436157   233.30067     4.55    0.06    10.1751    44.7427   229.6712    22.9986     479
    481      1.0       2.9242014000046765       2.9242014000046765   240.14244     4.55    0.07     15.219    39.0452   236.9121    24.6248     480
    482      1.0        2.937065949998214        2.937065949998214   246.98422     4.55    0.07    19.5642     33.195   244.3107    25.9599     481
    483      1.0       2.9246296499986784       2.9246296499986784     253.826     4.55    0.11    23.4221    27.2432   251.8457    26.9757     482
    484      1.0        2.949380799997016        2.949380799997016   260.66778     4.55    0.13    26.9457    21.2261   259.4854    27.6493     483
    485      1.0       2.9077141499983554       2.9077141499983554   267.50956     4.55    0.16    30.2507    15.1705    267.189     27.965     484
    486      1.0        2.926116849997925        2.926116849997925   274.35133     4.55     0.2    33.4287     9.0982   274.9101    27.9152     485
    487     0.75       0.9398727000007057       0.9398727000007057   281.19311     4.55    0.77    36.5577     3.0284   282.6007     27.501     486
    488     0.75       0.9358565000002272       0.9358565000002272   288.11944     4.55    2.19    39.7486    -3.0953   290.3091    26.7208     487
    489      1.0       2.9336574000008113       2.9336574000008113   295.13032     4.55    0.24    43.0768     -9.252   297.9917    25.5801     488
    490      1.0       2.8463310500010266       2.8463310500010266    302.1412     4.55    0.14    46.5848   -15.3436    305.523    24.1128     489
    491      1.0        2.914131900000939        2.914131900000939   309.15208     4.55    0.09    50.3655    -21.342    312.884    22.3508     490
    492      1.0        2.914004650003335        2.914004650003335   316.16296     4.55    0.07    54.5306   -27.2113   320.0677    20.3295     491
    493      1.0        2.932037049999053        2.932037049999053   323.17384     4.55    0.05    59.2193   -32.9037   327.0781    18.0866     492
    494      1.0         2.91652780000004         2.91652780000004   330.18472     4.55    0.07    64.6077   -38.3537   333.9281    15.6605     493
    495      1.0       2.9315219499985687       2.9315219499985687    337.1956     4.55     0.1    70.9157     -43.47   340.6376    13.0893     494
    496      1.0        2.911909700000251        2.911909700000251   344.20648     4.55    0.07    78.4041   -48.1248   347.2317    10.4108     495
    497      1.0        2.936770799999067        2.936770799999067   351.21736     4.55     0.1    87.3396   -52.1432   353.7386     7.6619     496
    498      1.0        2.903738400003931        2.903738400003931   358.22824     4.55    0.08     97.896   -55.2996     0.1885     4.8785     497
    499      0.5       1.9462962999969022       1.9462962999969022     1.77362    11.75    0.09   107.0733    -49.553     6.3445    10.0661     498
    500      1.0         2.88791659999697         2.88791659999697     8.75787    11.75    0.08    117.597   -50.7038    12.6835     7.3276     499
    501      1.0       2.9103357000058168       2.9103357000058168    15.74212    11.75    0.04    128.403   -50.7038    19.0131     4.6563     500
    502     0.75       1.4608449500010465       1.4608449500010465    22.72637    11.75    0.07   138.9267    -49.553    25.3605     2.0851     501
    503      0.5       1.8200926000063191       1.8200926000063191    29.71062    11.75    0.08   148.6927   -47.3449    31.7496    -0.3539     502
    504      1.0       2.9258448999971733       2.9258448999971733    36.69487    11.75     0.1   157.4333   -44.2331    38.2002    -2.6293     503
    505     0.75       0.9907523000001675       0.9907523000001675    43.67912    11.75    0.22   165.0874   -40.3887    44.7273    -4.7103     504
    506     0.75       0.9560416000022087       0.9560416000022087    50.66337    11.75     0.4   171.7311   -35.9694    51.3404    -6.5673     505
    507     0.75       0.9530670999956783       0.9530670999956783    57.64762    11.75    0.16   177.5028   -31.1064    58.0427    -8.1724     506
    508     0.75       0.9236459000021568       0.9236459000021568    64.63187    11.75    0.33   182.5543   -25.9029    64.8311    -9.5002     507
    509     0.75       0.9683216999983415       0.9683216999983415    71.61613    11.75    0.27   187.0271   -20.4378    71.6959   -10.5288     508
    510     0.75       0.9720601999979408       0.9720601999979408    78.60038    11.75    0.46   191.0443   -14.7713    78.6213   -11.2401     509
    511     0.75       0.9939409500002512       0.9939409500002512    85.58463    11.75    0.28   194.7099    -8.9492    85.5867   -11.6217     510
    512     0.75       0.9383854000006977       0.9383854000006977    92.56888    11.75    0.55   198.1128    -3.0068    92.5681   -11.6664     511
    513     0.75       0.9455556000029901       0.9455556000029901    99.62356    11.75    0.44   201.3615     3.0889    99.6103   -11.3688     512
    514     0.75        0.972077549999085        0.972077549999085   106.74867    11.75    0.08   204.5237     9.3168   106.6875   -10.7243     513
    515      0.5       1.9871411999993143       1.9871411999993143   114.02378    11.75    0.03    207.703    15.7284   113.8531    -9.7221     514
    516     0.75       0.9776157000014791       0.9776157000014791   121.29889    11.75    0.04   210.9116     22.173   120.9387     -8.391     515
    517      0.5       1.8656944000031217       1.8656944000031217     128.574    11.75    0.03   214.2405    28.6309   127.9321    -6.7553     516
    518     0.75        1.461336800002755        1.461336800002755   135.84911    11.75    0.04   217.8038      35.08   134.8287    -4.8431     517
    519     0.75       1.0745543999983056       1.0745543999983056   143.12422    11.75    0.03   221.7579     41.493   141.6317    -2.6858     518
    520      1.0        2.938969900002121        2.938969900002121   150.39933    11.75    0.03   226.3336     47.832   148.3514    -0.3167     519
    521      1.0        2.940243000004557        2.940243000004557   157.67444    11.75    0.04   231.8961    54.0379   155.0047     2.2294     520
    522      1.0       2.9289930499980983       2.9289930499980983   164.94956    11.75    0.02   239.0577    60.0096   161.6142     4.9169     521
    523      1.0        2.945954899998469        2.945954899998469   172.22467    11.75    0.04   248.8812    65.5574    168.207     7.7095     522
    524      1.0       2.9348669000028167       2.9348669000028167   179.49978    11.75    0.02   263.1246     70.304   174.8145    10.5701     523
    525      1.0       2.9508911999982956       2.9508911999982956   186.77489    11.57    0.03   283.9516    73.3569   181.5459    13.2963     524
    526      1.0       2.9317592499974126       2.9317592499974126       193.9    11.75    0.02     308.97    74.2736   188.0719    16.2836     525
    527      1.0       2.9600578999961726       2.9600578999961726   201.02511    11.75    0.02   332.4541    72.3173   194.7893    19.0601     526
    528      1.0       2.9207985999964876       2.9207985999964876   208.15022    11.75    0.03   349.7269    68.3837   201.6573    21.7508     527
    529      1.0       2.9386226999995415       2.9386226999995415   215.12533    11.75    0.03     1.3793    63.4528   208.5579     24.262     528
    530      1.0       2.9254512999978033       2.9254512999978033   222.10044    11.75    0.03     9.6885    57.9524   215.6598    26.6111     529
    531      1.0        2.937974499996926        2.937974499996926   229.07556    11.75    0.04    15.9599    52.1377   222.9828    28.7566     530
    532      1.0       2.9513020500016864       2.9513020500016864   236.05067    11.75    0.04    20.9713     46.143   230.5364    30.6566     531
    533      1.0               2.93359375               2.93359375   243.02578    11.75    0.05    25.1835    40.0434   238.3177    32.2702     532
    534      1.0       2.9397801000013715       2.9397801000013715   250.00089    11.75    0.06    28.8815     33.885   246.3083     33.559     533
    535      1.0       2.9243982000007236       2.9243982000007236     256.976    11.75    0.08    32.2514    27.6988   254.4732    34.4899     534
    536      1.0       2.9156308000019635       2.9156308000019635   263.95111    11.75    0.14     35.423    21.5077   262.7613    35.0374     535
    537      1.0        2.914849499997217        2.914849499997217   270.92622    11.75    0.12    38.4936    15.3306   271.1096    35.1857     536
    538      1.0        2.897615699999733        2.897615699999733   277.90133    11.75    0.18    41.5422     9.1851   279.4485    34.9305     537
    539     0.75       0.9136226999980863       0.9136226999980863   284.87644    11.75    0.77    44.6385     3.0889   287.7096    34.2792     538
    540     0.75       0.9202140999987023       0.9202140999987023   291.93112    11.75    0.98    47.8872    -3.0068   295.9242    33.2366     539
    541      1.0       2.8731943999955547       2.8731943999955547   298.91537    11.75    0.19    51.2901    -8.9492   303.8699    31.8522     540
    542      1.0       2.9033217999967746       2.9033217999967746   305.89962    11.75    0.14    54.9557   -14.7713    311.599    30.1525     541
    543      1.0          2.9099883999952          2.9099883999952   312.88387    11.75     0.1    58.9729   -20.4378   319.0975    28.1769     542
    544      1.0       2.9196412000019336       2.9196412000019336   319.86812    11.75    0.06    63.4457   -25.9029   326.3662    25.9669     543
    545      1.0       2.8981944500010286       2.8981944500010286   326.85237    11.75    0.07    68.4972   -31.1064   333.4181    23.5647     544
    546      1.0       2.9320023999971454       2.9320023999971454   333.83662    11.75    0.07    74.2689   -35.9694   340.2749    21.0115     545
    547      0.5       1.9409722999989754       1.9409722999989754   340.82087    11.75    0.06    80.9126   -40.3887   346.9642    18.3474     546
    548     0.75       1.0145139000014751       1.0145139000014751   347.80512    11.75    0.05    88.5667   -44.2331   353.5171    15.6109     547
    549     0.75       1.0667823999974644       1.0667823999974644   354.78937    11.75    0.05    97.3073   -47.3449   359.9663    12.8386     548
    550     0.75       0.9733332999967388       0.9733332999967388     1.37527    18.95    0.05   109.0015   -42.4675     9.0145    16.7931     549
    551      1.0       2.8959375000049477       2.8959375000049477     8.62509    18.95    0.06     118.27   -43.5171    15.4991    13.9766     550
    552     0.75       0.9897743499968783       0.9897743499968783    15.87491    18.95    0.05     127.73   -43.5171     21.945    11.2468     551
    553      0.5       2.0237095000011323       2.0237095000011323    23.12473    18.95    0.06   136.9985   -42.4675    28.3831      8.638     552
    554      0.5        1.881151649999083        1.881151649999083    30.37455    18.95    0.06   145.7404   -40.4352    34.8396     6.1834     553
    555      1.0       2.8879166999977315       2.8879166999977315    37.62436    18.95    0.11   153.7381   -37.5348    41.3354     3.9147     554
    556     0.75         0.96747690000484         0.96747690000484    44.87418    18.95    0.14   160.9046   -33.9016    47.8863     1.8627     555
    557     0.75       0.9709086000038951       0.9709086000038951      52.124    18.95    0.12    167.254   -29.6687    54.5016     0.0562     556
    558     0.75       0.9420891500012658       0.9420891500012658    59.37382    18.95    0.31   172.8605   -24.9544    61.1849     -1.478     557
    559     0.75       0.9316666500017163       0.9316666500017163    66.62364    18.95    0.37   177.8232   -19.8571    67.9332    -2.7164     558
    560     0.75        0.976932850000594        0.976932850000594    73.87345    18.95    0.36   182.2453   -14.4557    74.7378    -3.6389     559
    561     0.75       0.9812615999981062       0.9812615999981062    81.12327    18.95    0.35   186.2235    -8.8128    81.5848    -4.2304     560
    562     0.75       0.9250173500040546       0.9250173500040546    88.37309    18.95    0.55   189.8442    -2.9775    88.4566    -4.4806     561
    563     0.75       0.9469328499981202       0.9469328499981202    95.57843    18.95    0.54   193.1636     2.9745    95.2908    -4.3869     562
    564     0.75       0.9646412000001874       0.9646412000001874   102.73929    18.95    0.08   196.2527     9.0106   102.0674    -3.9572     563
    565     0.75       0.9612441999997827       0.9612441999997827   109.79245    18.95    0.07   199.1494    15.0502   108.7093     -3.213     564
    566     0.75       1.0383506499965733       1.0383506499965733   116.84562    18.95    0.06   201.9568    21.1645   115.3038    -2.1621     565
    567     0.75        1.089305500005139        1.089305500005139   123.89878    18.95    0.04   204.7324    27.3371   121.8403    -0.8208     566
    568     0.75       1.0960995999994338       1.0960995999994338   130.95195    18.95    0.02   207.5413    33.5534   128.3134     0.7909     567
    569      0.5       1.8735996000032173       1.8735996000032173   138.00511    18.95    0.03    210.465    39.7993   134.7228     2.6498     568
    570      0.5        1.846689799996966        1.846689799996966   145.05827    18.95    0.02   213.6165    46.0595   141.0739     4.7305     569
    571      0.5       2.4595370499955607       2.4595370499955607   152.11144    18.95    0.03   217.1686    52.3152   147.3779     7.0057     570
    572      0.5       2.4414698999971733       2.4414698999971733    159.1646    18.95    0.03   221.4143    58.5388   153.6507     9.4467     571
    573      0.5        2.460462999999436        2.460462999999436   166.21777    18.95    0.02   226.9083    64.6829   159.9136    12.0238     572
    574      1.0       2.9177777500008233       2.9177777500008233   173.27093    18.95    0.02   234.8409    70.6473   166.1918    14.7062     573
    575      1.0        2.915231400002085        2.915231400002085    180.3241    18.95    0.04   248.1371    76.1726   172.5148     17.462     574
    576      1.0       2.9408970000004047       2.9408970000004047   187.38957    18.95    0.02   274.1357    80.4444   178.9269    20.2632     575
    577      1.0       2.9194329000019934       2.9194329000019934   194.55043    18.95    0.02   317.5189    81.2901   185.5424    23.1079     576
    578      1.0       2.9513311000046087       2.9513311000046087   201.71129    18.95    0.02   350.7895    77.8833   192.3152    25.9203     577
    579      1.0        2.935341399996105        2.935341399996105   208.96753    18.95    0.03     7.7093    72.4881   199.3809    28.6954     578
    580      1.0       2.9359954000028665       2.9359954000028665   216.23608    18.95    0.02    17.1225    66.4385   206.7049    31.3546     579
    581      1.0       2.9565335499974026       2.9565335499974026   223.50463    18.95    0.04    23.3117     60.144   214.3135    33.8444     580
    582      1.0       2.9393344500022067       2.9393344500022067   230.77318    18.95    0.05    27.9346    53.7447   222.2363    36.1132     581
    583     0.25      0.06443290000242996      0.06443290000242996   238.04173    18.95    0.05    31.7173    47.3023   230.4891    38.1078     582
    584      1.0        2.915867999996408        2.915867999996408   245.31027    18.95    0.05    35.0253    40.8502   239.0673    39.7748     583
    585      1.0        2.916487300000881        2.916487300000881   252.57882    18.95    0.08    38.0659    34.4103   247.9406    41.0644     584
    586      1.0       2.9184895500002312       2.9184895500002312   259.84737    18.95    0.06    40.9703    27.9997   257.0496    41.9339     585
    587      1.0        2.914016200003971        2.914016200003971   267.11592    18.95    0.09    43.8309    21.6339   266.3079    42.3523     586
    588      1.0       2.9062383999989834       2.9062383999989834   274.38447    18.95    0.17    46.7205    15.3288   275.6105    42.3039     587
    589      1.0        2.838946700001543        2.838946700001543   281.65302    18.95    0.32    49.7021     9.1022   284.8462    41.7906     588
    590     0.75       0.9032406999976956       0.9032406999976956   288.92157    18.95    2.15    52.8364     2.9745   293.9127    40.8314     589
    591     0.75        0.917835650001507        0.917835650001507   296.12691    18.95    0.34    56.1558    -2.9775   302.6536    39.4736     590
    592      1.0        2.878107649998128        2.878107649998128   303.37673    18.95    0.12    59.7765    -8.8128   311.1475    37.7426     591
    593      1.0          2.8971759499982          2.8971759499982   310.62655    18.95     0.1    63.7547   -14.4557   319.3148     35.696     592
    594      1.0       2.9067592499959574       2.9067592499959574   317.87636    18.95    0.09    68.1768   -19.8571   327.1555    33.3868     593
    595      1.0       2.9111573999980465       2.9111573999980465   325.12618    18.95    0.12    73.1395   -24.9544   334.6883    30.8676     594
    596      1.0       2.9070891000010306       2.9070891000010306     332.376    18.95    0.04     78.746   -29.6687   341.9446    28.1893     595
    597      1.0       2.9244849499991687       2.9244849499991687   339.62582    18.95    0.06    85.0954   -33.9016   348.9633    25.3994     596
    598      1.0        2.869548599999689        2.869548599999689   346.87564    18.95    0.11    92.2619   -37.5348   355.7863    22.5427     597
    599      1.0       2.9086920999980066       2.9086920999980066   354.12545    18.95    0.09   100.2596   -40.4352     2.4564    19.6609     598
    600     0.75        1.000190949998796        1.000190949998796      0.9616    26.15    0.05   110.5578   -35.3594    11.8997    23.4759     599
    601     0.75       0.9821180999970238       0.9821180999970238      8.4872    26.15    0.04   118.8068   -36.3277    18.4884    20.5887     600
    602     0.75       1.0051620000012917       1.0051620000012917     16.0128    26.15    0.05   127.1932   -36.3277    25.0085    17.8098     601
    603     0.75       0.9817129000002751       0.9817129000002751     23.5384    26.15    0.11   135.4422   -35.3594    31.4953    15.1744     602
    604     0.75       1.4923785000028147       1.4923785000028147      31.064    26.15    0.08   143.3067   -33.4728    37.9781    12.7157     603
    605     0.75        0.966122700003325        0.966122700003325     38.5896    26.15     0.2   150.6106    -30.756    44.4798    10.4654     604
    606     0.75       0.9630729499986046       0.9630729499986046     46.1152    26.15    0.15   157.2628   -27.3175    51.0169     8.4536     605
    607      1.0       2.9304166000001715       2.9304166000001715     53.6408    26.15    0.17   163.2458   -23.2696    57.5997     6.7079     606
    608     0.75       0.9365161999958218       0.9365161999958218     61.1664    26.15    0.48   168.5925   -18.7172    64.2319     5.2534     607
    609     0.75       0.9788888000039151       0.9788888000039151      68.692    26.15    1.05   173.3633   -13.7516    70.9115     4.1117     608
    610     0.75       0.9919792000000598       0.9919792000000598     76.2176    26.15    0.36   177.6294    -8.4497    77.6311     3.3006     609
    611     0.75       0.9388252500029921       0.9388252500029921     83.7432    26.15    0.72   181.4621    -2.8742    84.3789     2.8327     610
    612     0.75       0.9403124499986006       0.9403124499986006    91.24686    26.15    0.47   184.9183     2.9069    91.1205     2.7156     611
    613     0.75       1.0202141500012658       1.0202141500012658    98.72857    26.15    0.13   188.0596     8.8513    97.8397     2.9479     612
    614     0.75       0.9631250000020373       0.9631250000020373   106.21029    26.15    0.08   190.9481    14.9432   104.5405     3.5253     613
    615     0.75       0.9439352000044892       0.9439352000044892     113.692    26.15    0.04   193.6287    21.1564   111.2093     4.4384     614
    616     0.75       0.8976331500016386       0.8976331500016386   121.17371    26.15    0.05   196.1417    27.4695   117.8357     5.6731     615
    617     0.75       0.9930439999952796       0.9930439999952796   128.65543    26.15    0.03   198.5239    33.8649   124.4141     7.2108     616
    618     0.75       1.0938309999983176       1.0938309999983176   136.13714    26.15    0.04   200.8114     40.328    130.944      9.029     617
    619     0.75       1.0398206499994558       1.0398206499994558   143.61886    26.15    0.02   203.0429    46.8464   137.4312    11.1024     618
    620      1.0       2.9395139000007475       2.9395139000007475   151.10057    26.15    0.04   205.2658    53.4093   143.8876    13.4029     619
    621      1.0       2.9578240499977255       2.9578240499977255   158.58229    26.15    0.03   207.5504    60.0072   150.3311    15.9006     620
    622      1.0       2.9338889000064228       2.9338889000064228     166.064    26.15    0.01   210.0255    66.6309   156.7861    18.5638     621
    623      1.0       2.9422801000036998       2.9422801000036998   173.54571    26.15    0.03   212.9996    73.2701    163.283    21.3594     622
    624      1.0       2.9353240999989794       2.9353240999989794   181.02743    26.15    0.03   217.5543    79.9066   169.8584    24.2524     623
    625      1.0       2.9360706000043137       2.9360706000043137   188.50914    26.15    0.02   232.6698    86.4342   176.5547    27.2058     624
    626      1.0       2.9256482000055257       2.9256482000055257   195.99086    26.15    0.02    13.3302    86.4342   183.4202    30.1801     625
    627      1.0        2.925746499997331        2.925746499997331   203.47257    26.15    0.01    28.4457    79.9066   190.5085    33.1325     626
    628      1.0        2.938223350000044        2.938223350000044   210.95429    26.15    0.02    33.0004    73.2701   197.8771     36.016     627
    629      1.0        2.936921300002723        2.936921300002723     218.436    26.15    0.03    35.9745    66.6309    205.585    38.7791     628
    630      1.0       2.9143402999980026       2.9143402999980026   225.91771    26.15    0.04    38.4496    60.0072   213.6885    41.3645     629
    631      1.0         2.93130205000125         2.93130205000125   233.39943    26.15    0.05    40.7342    53.4093   222.2334      43.71     630
    632      1.0       2.9168981999973767       2.9168981999973767   240.88114    26.15    0.07    42.9571    46.8464   231.2456    45.7489     631
    633      1.0        2.913576400002057        2.913576400002057   248.36286    26.15    0.06    45.1886     40.328   240.7175    47.4136     632
    634      1.0       2.8937962999989395       2.8937962999989395   255.84457    26.15    0.05    47.4761    33.8649   250.5968    48.6402     633
    635      1.0       2.8763077999974485       2.8763077999974485   263.32629    26.15    0.06    49.8583    27.4695   260.7802    49.3759     634
    636      1.0       2.8756133999995654       2.8756133999995654     270.808    26.15    0.13    52.3713    21.1564   271.1188    49.5862     635
    637      1.0         2.82935765000002         2.82935765000002   278.28971    26.15    0.12    55.0519    14.9432   281.4382    49.2607     636
    638      1.0       2.8315972999989754       2.8315972999989754   285.77143    26.15    0.29    57.9404     8.8513   291.5671    48.4153     637
    639     0.75       0.8934664499938663       0.8934664499938663   293.25314    26.15    2.26    61.0817     2.9069   301.3654    47.0891     638
    640     0.75       0.9079746000061277       0.9079746000061277    300.7568    26.15    0.68    64.5379    -2.8742   310.7676    45.3322     639
    641      1.0       2.9019387000007555       2.9019387000007555    308.2824    26.15    0.14    68.3706    -8.4497   319.7276    43.2071     640
    642      1.0        2.846377299996675        2.846377299996675     315.808    26.15    0.11    72.6367   -13.7516   328.2184    40.7871     641
    643      1.0       2.9045485999959055       2.9045485999959055    323.3336    26.15    0.07    77.4075   -18.7172   336.2718    38.1394     642
    644      1.0       2.9072859500010964       2.9072859500010964    330.8592    26.15    0.08    82.7542   -23.2696   343.9379    35.3261     643
    645      1.0       2.9308564999992086       2.9308564999992086    338.3848    26.15    0.06    88.7372   -27.3175   351.2751    32.4041     644
    646      1.0       2.9328239999958896       2.9328239999958896    345.9104    26.15    0.08    95.3894    -30.756   358.3434    29.4246     645
    647      0.5        1.975289399997564        1.975289399997564     353.436    26.15    0.06   102.6933   -33.4728     5.2005    26.4343     646
    648      1.0       2.9084606999967946       2.9084606999967946     0.57433    33.35    0.07   111.9364   -28.2472    15.1629      30.07     647
    649      1.0       2.8297684999997728       2.8297684999997728     8.35811    33.35    0.08   119.2782   -29.1378    21.7715     27.135     648
    650     0.75       1.0144155000016326       1.0144155000016326    16.14189    33.35    0.04   126.7218   -29.1378    28.2837    24.3311     649
    651      1.0       2.9005093000014313       2.9005093000014313    23.92567    33.35    0.05   134.0636   -28.2472    34.7398     21.693     650
    652      1.0        2.835451400002057        2.835451400002057    31.70944    33.35    0.08   141.1172   -26.5039    41.1723     19.253     651
    653      1.0       2.7989120000020193       2.7989120000020193    39.49322    33.35    0.06   147.7397    -23.976    47.6059    17.0416     652
    654     0.75       0.9799074000038672       0.9799074000038672      47.277    33.35    0.16   153.8442   -20.7506    54.0582     15.087     653
    655     0.75       0.9286805500014452       0.9286805500014452    55.06078    33.35    0.24   159.3958   -16.9212    60.5399     13.415     654
    656     0.75       0.9554802999955427       0.9554802999955427    62.84456    33.35    0.15   164.3998    -12.579    67.0557    12.0485     655
    657     0.75       0.9860300000000279       0.9860300000000279    70.62833    33.35    0.58   168.8864    -7.8072    73.6045    11.0067     656
    658     0.75       0.9284027999965474       0.9284027999965474    78.41211    33.35    0.54   172.8984    -2.6783    80.1806    10.3049     657
    659     0.75        0.937962999996671        0.937962999996671    86.23064    33.35    0.74   176.4975     2.7706    86.8039     9.9525     658
    660     0.75       0.9892592999967746       0.9892592999967746    94.08393    33.35    0.33   179.7224      8.491    93.4628     9.9598     659
    661     0.75       1.0545485999973607       1.0545485999973607   101.93721    33.35    0.14   182.5949    14.4152    100.115    10.3289     660
    662     0.75        1.051747700003034        1.051747700003034    109.7905    33.35    0.05   185.1447    20.5066   106.7486    11.0543     661
    663      0.5         1.99486109999998         1.99486109999998   117.64379    33.35    0.06   187.3902    26.7346   113.3541    12.1248     662
    664      0.5       1.9925116000013077       1.9925116000013077   125.49707    33.35    0.05   189.3352    33.0732   119.9258    13.5249     663
    665      0.5       1.9269559999956982       1.9269559999956982   133.35036    33.35    0.03   190.9637    39.4994   126.4629    15.2344     664
    666      1.0       2.8607408000025316       2.8607408000025316   141.20364    33.35    0.02   192.2278    45.9921   132.9706    17.2295     665
    667      1.0       2.9060648000013316       2.9060648000013316   149.05693    33.35    0.01   193.0249    52.5301   139.4607    19.4836     666
    668      1.0        2.957418999998481        2.957418999998481   156.91021    33.35    0.01   193.1432    59.0882   145.9519    21.9674     667
    669      1.0       2.9556712499979767       2.9556712499979767    164.7635    33.35    0.02   192.1219    65.6298   152.4702    24.6494     668
    670      1.0        2.948119199998473        2.948119199998473   172.61679    33.35    0.02   188.8217    72.0819     159.05    27.4961     669
    671      1.0       2.9378183000007994       2.9378183000007994   180.47007    33.35    0.02   179.7619    78.2354   165.7338    30.4718     670
    672      1.0       2.9337847999995574       2.9337847999995574   188.32336    33.35    0.01   151.6815    83.1548   172.5736    33.5378     671
    673      1.0       2.9468519000001834       2.9468519000001834   196.17664    33.35    0.02    94.3185    83.1548   179.6314    36.6524     672
    674      1.0        2.935833299998194        2.935833299998194   204.02993    33.35    0.01    66.2381    78.2354   186.9802     39.769     673
    675      1.0       2.9132523500011303       2.9132523500011303   211.88321    33.35    0.01    57.1783    72.0819   194.7033    42.8352     674
    676      1.0       2.9358449000028486       2.9358449000028486    219.7365    33.35    0.02    53.8781    65.6298   202.8927    45.7906     675
    677      1.0       2.9168981999973767       2.9168981999973767   227.58979    33.35    0.02    52.8568    59.0882   211.6435    48.5659     676
    678      1.0        2.930046350000339        2.930046350000339   235.44307    33.35    0.02    52.9751    52.5301   221.0423    51.0811     677
    679     0.25   0.00046300000394694507   0.00046300000394694507   243.29636    33.35    0.02    53.7722    45.9921   231.1462     53.247     678
    680      1.0       2.9094502499974624       2.9094502499974624   251.14964    33.35    0.03    55.0363    39.4994   241.9541    54.9689     679
    681      1.0       2.8842014000038034       2.8842014000038034   259.00293    33.35    0.05    56.6648    33.0732   253.3744    56.1563     680
    682      1.0       2.8884953499982657       2.8884953499982657   266.85621    33.35    0.04    58.6098    26.7346   265.2089     56.737     681
    683      1.0       2.9017592499985767       2.9017592499985767    274.7095    33.35     0.1    60.8553    20.5066   277.1708    56.6721     682
    684      1.0        2.888292800002091        2.888292800002091   282.56279    33.35     0.1    63.4051    14.4152   288.9433    55.9661     683
    685      1.0        2.833518550000008        2.833518550000008   290.41607    33.35    0.17    66.2776      8.491    300.254    54.6655     684
    686     0.75       0.8991667000009329       0.8991667000009329   298.26936    33.35    2.12    69.5025     2.7706   310.9255    52.8476     685
    687     0.75       0.9247337999986485       0.9247337999986485   306.08789    33.35    0.57    73.1016    -2.6783   320.8441    50.6153     686
    688      1.0       2.9045833499985747       2.9045833499985747   313.87167    33.35    0.17    77.1136    -7.8072   330.0317    48.0666     687
    689      1.0        2.906562500000291        2.906562500000291   321.65544    33.35    0.14    81.6002    -12.579   338.5971    45.2778     688
    690      1.0        2.883715199997823        2.883715199997823   329.43922    33.35    0.12    86.6042   -16.9212   346.6273    42.3248     689
    691      1.0        2.906284799995774        2.906284799995774     337.223    33.35    0.09    92.1558   -20.7506    354.215    39.2737     690
    692      1.0       2.9021295999991708       2.9021295999991708   345.00678    33.35    0.07    98.2603    -23.976     1.4488    36.1817     691
    693      1.0       2.8460879499980365       2.8460879499980365   352.79056    33.35    0.08   104.8828   -26.5039     8.4083     33.099     692
    694      1.0        2.849808999999368        2.849808999999368      3.4686    40.55    0.09   115.8349    -21.562    21.6318    35.3226     693
    695      1.0        2.897442100002081        2.897442100002081        11.9     40.4    0.06   122.7121   -22.1992    28.3386    32.1525     694
    696     0.75       0.9919039999986126       0.9919039999986126    20.38973    40.55    0.06   129.6459   -21.6305    35.1496     29.417     695
    697     0.75       1.0034837999992305       1.0034837999992305    28.87947    40.55    0.05   136.4076   -20.3162    41.8196    26.7751     696
    698      1.0       2.8962499999979627       2.8962499999979627    37.42753    40.55    0.04   142.8865   -18.1391     48.511    24.3791     697
    699     0.75       0.9647106000047643       0.9647106000047643     45.9756    40.55    0.14    148.921   -15.1819    55.2033    22.2802     698
    700     0.75       0.9986400499983574       0.9986400499983574    54.52367    40.55    0.19   154.4437   -11.5358    61.9123    20.5075     699
    701     0.75       0.9696991000018897       0.9696991000018897    63.07173    40.55    0.99   159.4287    -7.2954     68.646    19.0862     700
    702     0.75       0.9238772999960929       0.9238772999960929     71.6198    40.55    0.64   163.8795    -2.5518    75.4055    18.0374     701
    703     0.75        0.938460599994869        0.938460599994869    80.23141    40.55    0.57   167.8435      2.652    82.2365    17.3736     702
    704     0.75       0.9760763999984192       0.9760763999984192    88.84822    40.55    0.41   171.3143     8.2113    89.0843    17.1144     703
